FID,species,TAG0305,jan38,oct43,jun54,may67,jan80,may94,jul04,aug12,jul14,jun16,jul18,aug20,POINT_X,POINT_Y,usecode,surfgeol,soilgrid,tpi_500,slope9m,floaccum9m,solradmara
1127,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770482.4658,3843152.618,1,Qc,16,1.63998,13.3512001,5,1122250
1128,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770496.5668,3843144.499,1,Qc,16,2.2937601,16.5538006,1,1096790
1129,QUSP,NA,1,1,0,0,0,0,0,0,0,0,0,0,770976.7567,3844128.383,2,Qp,15,-21.0816002,6.3401899,275,1086360
1130,QULO,NA,1,1,1,1,0,0,0,0,0,0,0,0,770959.1177,3844106.824,2,Qp,15,-19.7350998,4.05091,1,1085960
1131,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,0,770844.4647,3844426.285,2,Qc,15,-9.6582603,20.4913006,1,970382
1132,QUSP,NA,1,1,0,0,0,0,0,0,0,0,0,0,770783.8922,3844415.097,2,Qc,8,-0.646515,11.5888004,3,1050670
1133,QULO,NA,1,1,1,1,0,0,0,0,0,0,0,0,770822.3957,3844440.453,2,Qc,15,-8.8208599,17.7315006,10,1003650
1134,QUAG,NA,2,2,2,2,2,0,0,0,0,0,0,0,771139.4827,3844685.342,2,Qt3,2,-21.6601009,1.59114,565,1092420
1135,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771077.2724,3844707.527,2,Qt3,2,-22.3813992,4.05091,36,1086800
1136,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771086.0036,3844719.037,2,Qt3,2,-24.4776001,3.55425,4,1083220
1137,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771097.9099,3844728.562,2,Qt3,2,-24.5135002,1.59114,0,1098720
1138,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771101.4818,3844711.893,2,Qt3,2,-23.1641006,2.5148399,2,1080810
1139,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771105.8474,3844690.462,2,Qt3,2,-21.7542992,4.4923501,0,1075540
1140,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771102.2755,3844672.602,2,Qt3,2,-20.4347,8.5076704,0,1095090
1141,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771092.7505,3844660.299,2,Qt3,2,-23.2451,10.0853996,9,1108210
1142,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771088.3849,3844631.327,2,Qt3,2,-20.5998001,6.5336599,42,1079450
1143,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771128.8662,3844620.611,2,Qt3,2,-22.0009003,2.5148399,0,1087760
1144,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771000.0625,3844728.25,1,Qp,15,-19.2903004,17.9493008,0,1003230
1145,QUAG,NA,2,2,2,0,0,0,0,0,0,0,0,0,771107.4349,3844495.199,2,Qt3,23,-20.2119007,6.0379901,6,1097490
1146,QUSP,NA,2,2,0,0,0,0,0,0,0,0,0,0,771141.9631,3844569.018,2,Qt3,2,-23.7054005,2.5148399,208,1099110
1147,QUSP,NA,1,1,0,0,0,0,0,0,0,0,0,0,771086.521,3844429.191,2,Qf,15,-18.3087006,3.1798301,1,1091750
1148,QULO,663,2,2,2,2,2,2,2,2,2,2,2,2,771548.5886,3842545.169,1,Qt3f,2,-6.7729502,1.59114,1,1099080
1149,QULO,786,2,2,2,2,2,2,2,2,2,2,2,2,771529.599,3842459.742,1,Qt3f,2,-8.3547096,0,1,1092350
1150,QULO,789,2,2,2,2,2,2,2,2,2,2,2,2,771527.3594,3842496.411,1,Qt3f,2,-7.3639498,1.12525,0,1095890
1151,QULO,790,2,2,2,2,2,2,2,2,2,2,2,2,771531.6797,3842509.25,1,Qt3f,2,-7.41891,0,0,1092420
1152,QULO,791,2,2,2,2,2,2,2,2,2,2,2,2,771520.138,3842512.323,1,Qt3f,2,-7.3275099,0,0,1092440
1153,QULO,664,2,2,2,2,2,2,2,2,2,2,2,2,771527.6901,3842545.927,1,Qt3f,2,-6.43646,1.12525,4,1095830
1154,QULO,661,2,2,2,2,2,2,2,2,2,2,2,2,771682.6227,3842252.038,1,Qt3f,2,-12.1801996,1.12525,42,1087390
1155,QULO,660,2,2,2,2,2,2,2,2,2,2,2,2,771653.98815NA,3842250.229,1,Qt3f,2,-12.3458996,2.5148399,3,1100870
1156,QUAG,NA,0,0,0,0,0,0,0,1,1,1,1,1,771592.3464,3842300.697,1,Qt3f,2,-12.6641998,5.6089902,99,1103570
1157,QULO,NA,2,2,2,2,0,0,0,0,0,0,0,0,771611.7821,3842290.225,1,Qt3f,2,-12.3484001,1.12525,0,1095000
1158,QULO,667,2,2,2,2,2,2,2,2,2,2,2,2,771481.7865,3842491.919,1,Qt3f,2,-6.35391,3.1798301,5,1089130
1159,QULO,665,2,2,2,2,2,2,1,0,0,0,0,0,771483.0004,3842517.085,1,Qt3f,2,-7.2545199,4.6300201,25,1099230
1160,QULO,666,2,2,2,2,2,2,2,2,2,2,2,2,771476.6377,3842462.355,1,Qt3f,2,-9.4545603,2.24963,0,1098210
1161,QUAG,NA,2,2,2,2,2,2,2,2,2,2,1,1,771030.1988,3844263.75,1,Qp,23,-21.0256996,6.0379901,38,1097790
1162,QUAG,1375,2,2,2,2,2,2,2,2,2,2,2,2,771109.358,3844155.795,1,Qp,23,-20.9727993,7.1684098,0,1086720
1163,QULO,990,2,2,2,2,2,2,2,2,2,2,2,2,771308.7657,3843072.662,1,Qt3s,23,-11.3987999,9.2003498,1,1056470
1164,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771445.1529,3842915.401,1,QTp,13,-4.6595201,13.4827003,0,1075470
1165,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771422.5045,3842932.758,1,QTp,23,-8.5818501,18.2245007,0,1078850
1166,QULO,NA,2,2,2,2,2,2,0,0,0,0,0,0,771456.5829,3842783.956,1,Qf,23,-9.3611498,8.9985104,0,1115850
1167,QUDO,NA,1,1,1,2,2,2,2,2,2,2,2,2,771543.7898,3842771.468,1,Qc,23,-2.3600199,12.6232004,0,1116110
1168,QUDO,NA,1,1,2,2,0,0,0,0,0,0,0,0,771549.7164,3842770.621,1,Qc,23,-3.58377,14.3240995,1,1104270
1169,QUAG,NA,1,2,2,2,2,0,0,0,0,0,0,0,771505.6897,3842768.928,1,Qc,13,-0.0447998,18.4647999,3,1065120
1170,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,1,770532.0109,3843094.113,1,Qc,16,-2.2827499,29.6664009,2,1051170
1171,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,1,770530.476,3843081.834,1,Qc,16,-9.1570396,30.5228996,5,1043780
1172,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,1,770536.9226,3843081.527,1,Qc,16,-6.9070101,28.0841007,10,1067740
1173,QUAG,1414,2,2,2,2,2,2,2,2,2,2,2,1,772266.6625,3842041.938,1,Qc,8,-0.0002441,14.6844997,0,1108990
1174,QUAG,1423,2,2,2,2,2,2,2,2,2,2,2,2,772231.5858,3842045.688,1,Qc,8,-6.3921199,10.2643995,0,1035320
1175,QUAG,NA,2,2,2,2,2,2,2,2,2,2,1,0,772254.4975,3842053.4,1,Qc,8,-3.02634,22.0443993,0,973782
1176,QUAG,NA,2,2,2,2,2,2,2,2,2,2,0,0,772220.8425,3842057.287,1,Qc,8,-12.4462996,28.0032997,1,899268
1177,QULO,1392,2,2,2,2,2,2,2,2,2,2,2,1,772237.1024,3842066.579,1,Qc,8,-13.7030001,20.8756008,1,944346
1178,QULO,1413,2,2,2,2,2,2,2,2,2,2,2,2,772294.2955,3842071.836,1,Qc,8,3.5714099,18.5538006,0,1010550
1179,QUAG,1412,2,2,2,2,2,2,2,2,2,2,2,2,772290.756,3842078.9,2,Qc,8,2.22736,25.2586002,1,926416
1180,QULO,1370,2,2,2,2,2,2,2,2,2,2,2,2,772264.5329,3842099.491,1,Qc,8,-15.7798004,15.4127998,3,1005110
1181,QUAG,NA,2,2,2,2,2,2,2,0,0,0,0,0,772281.4851,3842068.111,1,Qc,8,0.206635,19.4990005,3,1022540
1182,QUDO,1358,2,2,2,2,2,2,2,2,2,2,2,2,771243.2225,3845077.305,1,Qc,8,-20.7378998,2.5148399,16,1097010
1183,QULO,902,2,2,2,2,2,2,2,2,2,2,2,1,771030.0634,3843065.115,1,Qc,19,-2.4468701,22.3001995,2,970691
1184,QULO,903,2,2,2,2,2,2,2,2,2,2,2,1,771016.275,3843073.635,1,Qc,19,0.164978,25.0270004,2,958927
1185,QULO,905,2,2,2,2,2,2,2,2,2,2,2,1,771025.0858,3843089.058,1,Qc,19,-4.3839402,21.2998009,1,1014340
1186,QULO,907,2,2,2,2,2,2,2,2,2,2,2,1,771017.6142,3843100.462,1,Qc,19,-2.9000499,28.3400993,3,951381
1187,QULO,901,2,2,2,2,2,2,2,2,2,2,2,1,771036.1742,3843041.867,1,Qc,19,1.42487,18.5834007,1,989834
1188,QULO,904,2,2,2,2,2,2,2,2,2,2,2,1,771003.9684,3843084.905,1,Qc,19,5.6181002,22.6650009,0,1026780
1189,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771009.2689,3843054.097,1,Qc,8,6.8549199,14.0361996,0,1064770
1190,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770906.728,3843296.048,1,Qc,8,7.4295702,27.9545994,1,972341
1191,QUAG,NA,2,2,1,0,0,0,0,0,0,0,0,0,770883.70921NA,3843285.729,2,Qc,8,18.3064995,11.7937002,0,1079520
1192,QULO,1143,2,2,2,2,2,2,2,2,2,2,1,0,770911.5115,3844625.662,1,Qf,8,-17.6196003,6.3401899,3,1088400
1193,QULO,1145,2,2,2,2,2,2,2,2,2,2,2,2,770909.9927,3844639.973,1,Qf,8,-18.9745007,5.02004,36,1081730
1194,QULO,1144,2,2,2,2,2,2,2,2,2,2,2,1,770906.8854,3844647.647,1,Qc,8,-19.4062996,5.02004,36,1081730
1195,QULO,1147,2,2,2,2,2,2,2,2,2,2,2,2,770923.1479,3844653.662,1,Qc,8,-15.1290998,15.5241003,2,1108040
1196,QULO,1148,2,2,2,2,2,2,2,2,2,2,2,1,770929.0677,3844661.103,1,Qc,8,-12.7855997,15.4127998,2,1105480
1197,QULO,1146,2,2,2,2,2,2,2,2,2,2,2,2,770912.874,3844667.708,1,Qc,8,-16.2801991,15.5241003,6,1107930
1198,QULO,NA,1,1,1,1,1,1,1,1,1,1,1,1,770890.3895NA9,3844711.678,1,Qc,8,-14.585,15.7075005,10,1118020
1199,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,1,770914.3221,3844724.347,1,Qc,8,-5.7734098,5.7193398,0,1074770
1200,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770924.9219,3844716.16,1,Qc,8,-3.7827101,4.7636399,0,1091350
1201,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770922.7249,3844726.614,1,Qc,8,-6.12497,10.4979,0,1032480
1202,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,1,770927.2238,3844721.529,1,Qc,8,-3.62714,10.4979,0,1032480
1203,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,1,770948.8793,3844714.368,0,Qc,8,-6.0470901,17.7315006,1,1001530
1204,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770951.3525,3844737.394,1,Qc,8,-13.1528997,18.4647999,2,982230
1205,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770861.1625,3844623.998,1,Qf,15,-17.5466003,4.6300201,4,1080170
1206,QULO,1324,2,2,2,2,2,2,2,2,2,2,2,2,770973.1061,3844638.914,1,Qc,8,-11.3320999,7.1684098,0,1090490
1207,QULO,1325,2,2,2,2,2,2,2,2,2,2,2,1,770980.8082,3844619.83,1,Qc,8,-10.5507002,7.9071598,0,1085930
1208,QUAG,NA,0,0,0,0,0,0,0,2,2,2,2,2,771030.2774,3844637.79,1,Qt3,15,-21.2360992,6.3401899,4,1086810
1209,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770951.0782,3844727.445,1,Qc,8,-10.0453997,21.4710999,1,953350
1210,QUDO,NA,2,2,2,2,2,2,2,2,2,0,0,0,770942.5472,3844720.388,1,Qc,8,-5.5697598,16.9577007,0,1014220
1211,QUDO,NA,2,2,2,2,2,2,2,2,2,2,0,0,770931.7671,3844727.368,1,Qc,8,-5.4735699,18.7303009,0,973420
1212,QUDO,NA,2,2,2,2,2,2,2,2,2,1,1,1,770934.4039,3844721.551,1,Qc,8,-4.1960101,18.7303009,0,973420
1213,QUDO,NA,1,1,1,1,1,1,1,1,1,1,1,1,770933.1631,3844724.576,1,Qc,8,-5.2291598,18.7303009,0,973420
1214,QUDO,NA,1,1,1,1,1,1,1,1,1,1,1,1,770857.3921,3844607.197,0,Qf,15,-16.6996002,3.1798301,14,1092630
1215,QUDO,NA,1,1,1,1,1,1,1,1,1,1,1,1,770862.8161,3844609.71,0,Qf,15,-16.1746998,3.1798301,0,1092840
1216,QUDO,NA,1,1,1,1,1,1,1,1,1,1,1,1,770868.7693,3844615.134,0,Qf,15,-16.8073006,5.6089902,0,1086510
1217,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770904.037,3844672.626,1,Qc,8,-17.1023006,12.2406998,0,1109100
1218,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770890.7203,3844717.234,1,Qc,8,-12.6362,15.7075005,10,1118020
1219,QUDO,NA,1,2,2,2,2,2,2,2,2,2,2,2,770884.1057,3844678.208,1,Qc,8,-19.6755009,3.55425,7865,1097050
1220,QUDO,NA,1,1,1,1,1,1,1,1,1,1,1,1,770885.0318,3844670.535,1,Qf,15,-19.5746002,1.12525,7887,1094230
1221,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770885.1641,3844660.217,1,Qf,15,-19.3509007,5.02004,0,1082440
1222,QUDO,NA,2,2,2,2,2,2,2,1,1,1,1,1,769646.4766,3844365.759,1,Qbf,15,-28.652NA,1.12525,202,1096270
1223,QUSP,NA,2,2,0,0,0,0,0,0,0,0,0,0,769668.34566NA,3844375.314,1,Qbf,15,-29.0477009,1.12525,43,1096360
1224,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769709.9073,3844370.151,1,Qf,15,-25.3414993,10.0853996,0,1106420
1225,QULO,1845,2,2,2,2,2,2,2,2,2,2,2,1,769738.2016,3844372.807,1,Qf,15,-23.6536007,11.9947004,2,1123310
1226,QULO,1853,2,2,2,2,2,2,2,2,2,0,0,0,769739.5681,3844369.67,1,Qf,15,-23.6068001,6.0379901,737,1098860
1227,QULO,1833,2,2,2,2,2,2,2,2,2,2,2,2,769721.6468,3844313.314,1,Qf,15,-25.0683994,5.6089902,1,1093640
1228,QULO,NA,2,2,2,2,2,0,0,0,0,0,0,0,769698.5807,3844257.449,1,Qf,15,-27.5697002,4.6300201,0,1101760
1229,QUDO,NA,2,2,2,2,2,0,0,0,0,0,0,0,769698.5926,3844248.757,1,Qf,15,-27.3560009,4.4923501,126,1105090
1230,QULO,1339,2,2,2,2,2,2,2,2,2,2,2,2,769753.2854,3844265.279,1,Qf,15,-23.1464996,5.7193398,0,1103750
1231,QUSP,NA,2,2,0,0,0,0,0,0,0,0,0,0,769750.1149,3844272.889,1,Qf,15,-23.2518997,4.6300201,0,1102350
1232,QUAG,NA,2,2,2,2,2,2,2,1,1,0,0,0,769808.1327,3844178.493,1,Qbf,16,-25.8290005,15.7075005,3,1093670
1233,QUDO,NA,2,2,2,2,0,0,0,0,0,0,0,0,769739.0559,3844165.191,1,Qbf,9,-30.0104008,5.6089902,8,1112800
1234,QUDO,1854,2,2,2,2,2,2,2,2,2,2,2,2,769714.0868,3844155.188NA9,1,Qbf,9,-30.7227001,3.1798301,54,1105750
1235,QULO,1832,2,2,2,2,2,2,2,2,2,2,2,1,769803.8006,3844121.229,1,Qbf,9,-30.4556007,5.6089902,0,1104960
1236,QULO,1831,2,2,2,2,2,2,2,2,2,2,2,1,769819.1623,3844097.695,1,Qf,9,-31.0515003,5.7193398,0,1107220
1237,QULO,1847,2,2,2,2,2,2,2,2,2,1,1,1,769846.1272,3844084.411,1,Qf,9,-30.8418999,11.5888004,2,1094930
1238,QULO,1852,2,2,2,2,2,2,2,2,2,2,2,1,769847.2911,3844066.574,1,Qf,9,-31.4696007,10.2643995,36,1098460
1239,QULO,1830,2,2,2,2,2,2,2,2,2,2,2,2,769774.3813,3844040.794,1,Qbf,9,-31.6851006,2.24963,0,1097210
1240,QULO,1841,2,2,2,2,2,2,2,2,2,2,2,2,769768.3521,3844004.971,1,Qbf,9,-31.8388996,1.12525,120,1082990
1241,QUDO,NA,2,2,2,2,2,2,2,0,0,0,0,0,769791.2855,3843935.753,1,Qbf,9,-31.6842003,8.5076704,0,1047350
1242,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,1,769826.6362,3843987.324,1,Qbf,9,-33.7271004,3.55425,583,1099930
1243,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,0,769901.5333,3843783.398,1,Qbf,9,-34.4426003,0,18,1087360
1244,QUDO,1352,2,2,2,2,2,2,2,2,2,2,2,1,770104.4271,3843483.177,1,Qbf,9,-31.1651001,3.55425,0,1099050
1245,QUDO,NA,2,2,2,2,2,2,2,1,1,0,0,0,770157.1414,3843413.666,1,Qbf,9,-30.7332993,3.55425,15,1087330
1246,QUDO,1333,2,2,2,2,2,2,2,2,2,2,2,2,770300.2565,3843140.278,1,Qf,9,-29.3425007,2.24963,15,1083020
1247,QUAG,1315,2,2,2,2,2,2,2,2,2,2,2,2,770311.6913,3843124.149,1,Qf,9,-28.8325005,4.4923501,3,1073860
1248,QULO,1308,2,2,2,2,2,2,2,2,2,2,2,2,770347.9319,3843142.254,1,Qf,9,-28.8913994,0,0,1089880
1249,QULO,2135,2,2,2,2,2,2,2,2,2,2,2,2,770394.0155,3843117.421,1,Qbf,9,-28.1790009,2.5148399,6,1097870
1250,QUDO,1325,2,2,2,2,2,2,2,2,2,2,2,2,770311.4376,3843099.678,1,Qf,9,-27.7171993,5.6089902,0,1082670
1251,QUDO,1359,2,2,2,2,2,2,2,2,2,2,2,1,770307.2997,3843090.648,1,Qf,9,-27.7420998,9.5904398,4,1069820
1252,QUDO,1311,2,2,2,2,2,2,2,2,2,2,2,2,770342.75708NA,3843058.616,1,Qlsh,9,-27.47NA5,6.81322,20,1058530
1253,QUDO,1317,2,2,2,2,2,2,2,2,2,2,2,2,770356.312,3843047.663,1,Qf,9,-26.9263,6.81322,150,1065310
1254,QULO,NA,2,2,2,2,2,1,0,0,0,0,0,0,770521.0547,3843002.611,1,Qbf,9,-24.7649002,1.12525,23,1090370
1255,QUDO,NA,2,2,2,2,2,2,1,1,1,0,0,0,770504.6094,3842974.883,1,Qbf,9,-25.4687004,0,3,1089210
1256,QUAG,NA,2,2,2,2,2,2,0,0,0,0,0,0,770520.6942,3842952.513,1,Qbf,9,-24.5690994,1.12525,15,1085110
1257,QULO,1445,2,2,2,2,2,2,2,2,2,2,2,2,770666.7657,3842881.822,1,Qbf,9,-22.1145,0,0,1088900
1258,QUDO,2127,2,2,2,2,2,2,2,2,2,2,2,2,770554.3253,3842855.243,1,Qc,16,-24.5618992,6.3401899,5,1083450
1259,QUDO,NA,2,2,2,2,2,2,0,0,0,0,0,0,770470.5245,3842957.666,1,Qlsh,16,-24.9755993,11.1665001,0,1031480
1260,QUDO,1394,2,2,2,2,2,2,2,2,2,2,2,2,770946.8775,3844588.738,1,Qf,8,-18.0524998,6.0379901,102,1098940
1261,QUAG,2300,2,2,2,2,2,2,2,2,2,2,1,1,770949.2023,3844574.156,1,Qf,8,-17.6902008,6.0379901,0,1078220
1262,QUDO,1339,2,2,2,2,2,2,2,2,2,2,2,1,771179.1758,3844829.709,1,Qt3,2,-20.8512001,3.3722899,0,1099810
1263,QULO,1218,2,2,2,2,2,2,2,2,2,2,2,2,772150.5647,3841532.418,1,Qc,8,0.384888,13.3070002,2,1026510
1264,QULO,1217,2,2,2,2,2,2,2,2,2,2,2,2,772152.3306,3841543.14,1,Qc,8,-2.2272899,19.5820007,1,964913
1265,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772156.5776,3841534.082,1,Qc,8,1.14377,13.3070002,2,1026510
1266,QULO,1842,2,2,2,2,2,2,2,2,2,2,2,2,770283.5113,3843149.499,1,Qbf,9,-29.9151001,4.4923501,418,1073760
1267,QULO,1837,2,2,2,2,2,2,2,2,2,2,2,2,770330.1875,3843228.75,1,Qbf,16,-27.4377995,10.0853996,0,1106570
1268,QULO,NA,2,2,0,0,0,0,0,0,0,0,0,0,770286,3843267,1,Qbf,16,-30.2530994,2.5148399,0,1091660
1269,QUAG,NA,2,2,2,0,0,0,0,0,0,0,0,0,770274.1513NA9,3843193.813,1,Qbf,9,-29.7042007,3.1798301,673,1088650
1270,QULO,1850,2,2,2,2,0,2,2,2,2,2,2,1,770302.3771,3843212.896,1,Qbf,9,-29.9797993,1.12525,106,1091860
1271,QUDO,2137,2,2,2,2,2,2,2,2,2,2,2,2,770224.0076NA9,3843214.140NA9,0,Qf,9,-29.5007,7.0813498,0,1069430
1272,QUDO,NA,2,2,2,2,2,2,2,2,0,0,0,0,770234.7762,3843246.787,1,Qbf,9,-30.3829002,3.1798301,12,1088110
1273,QUDO,NA,2,2,2,2,2,2,1,0,0,0,0,0,770206.0453,3843272.811,1,Qbf,9,-31.2479,0,18,1087360
1274,QUDO,1338,2,2,2,2,2,2,2,2,2,2,2,2,770215.897,3843298.24,1,Qbf,9,-31.1534996,0,12686,1087070
1275,QUDO,1309,2,2,2,2,2,2,2,2,2,2,2,1,770233.9207,3843212.379,1,Qf,9,-30.1210003,5.7193398,0,1071600
1276,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770202.1916,3843251.99,1,Qbf,9,-31.2196999,7.5061402,28,1067910
1277,QUAG,NA,2,2,2,2,0,0,0,0,0,0,0,0,770193.4305,3843294.595NA9,1,Qbf,9,-30.7208996,2.5148399,1,1089570
1278,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770178.7292,3843286.648,1,Qbf,9,-31.0797005,3.55425,0,1076240
1279,QUDO,1478,2,2,2,2,2,2,2,2,2,2,2,2,770222.3596,3843328.914,1,Qbf,9,-30.3356991,4.05091,25,1099090
1280,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770191.08903NA,3843352.644,1,Qbf,9,-31.2110004,2.24963,38,1090520
1281,QUAG,NA,2,2,2,2,2,0,0,0,0,0,0,0,770167.5603NA9,3843358.032NA9,2,Qbf,9,-30.9153996,1.59114,23,1092750
1282,QUSP,NA,2,2,2,2,0,0,0,0,0,0,0,0,770136.7469,3843397,2,Qbf,9,-31.1770992,3.3722899,2,1095700
1283,QUDO,NA,2,2,2,2,2,2,0,0,0,0,0,0,769987.31230NA,3843560.887NA9,1,Qbf,9,-34.3097,3.3722899,9311,1097080
1284,QUAG,NA,2,2,2,2,0,0,0,0,0,0,0,0,770093.1329,3843510.758,2,Qbf,9,-31.9545002,6.81322,12,1096670
1285,QUSP,NA,2,2,0,0,0,0,0,0,0,0,0,0,770038,3843520,2,Qbf,9,-32.5862007,0,9758,1089740
1286,QUSP,NA,2,2,2,0,0,0,0,0,0,0,0,0,770070.5598,3843457.155,2,Qbf,9,-31.6140003,1.12525,2,1092940
1287,QUSP,NA,2,2,2,1,0,0,0,0,0,0,0,0,770085.5719,3843462.113,2,Qbf,9,-32.3037987,2.5148399,0,1091760
1288,QUAG,NA,2,2,2,2,0,0,0,0,0,0,0,0,770070.6098,3843481.963,1,Qbf,9,-31.9794998,0,10738,1090000
1289,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770099.6931NA9,3843408.671NA9,1,Qbf,9,-30.3544998,6.81322,0,1064620
1290,QUAG,NA,2,2,0,0,0,0,0,0,0,0,0,0,770083.3466NA9,3843530.236,2,Qbf,9,-31.5301991,7.9071598,4,1096970
1291,QUAG,NA,2,2,0,0,0,0,0,0,0,0,0,0,770075.3098,3843539.541NA9,2,Qbf,9,-30.9981995,4.6300201,21,1099240
1292,QUDO,NA,2,1,0,0,0,0,0,0,0,0,0,0,770085.5805NA9,3843540.646,2,Qbf,9,-30.7264996,11.5888004,3,1090000
1293,QUSP,NA,2,2,0,0,0,0,0,0,0,0,0,0,770036.3943NA9,3843542.925NA9,2,Qbf,9,-32.1764984,3.1798301,64,1102490
1294,QUSP,NA,2,2,0,0,0,0,0,0,0,0,0,0,770067.6959,3843549.481NA9,2,Qbf,9,-31.3430996,4.05091,770,1101740
1295,QUSP,NA,2,2,0,0,0,0,0,0,0,0,0,0,770052.6036NA9,3843566.950NA9,2,Qbf,9,-31.1539001,3.55425,0,1101170
1296,QUSP,NA,2,2,0,0,0,0,0,0,0,0,0,0,770049.9006,3843574.60NA99,2, Qbf,9,-31.4519997,3.55425,0,1095390
1297,QUSP,NA,2,2,0,0,0,0,0,0,0,0,0,0,770036.3852NA9,3843580.916NA9,2,Qbf,9,-32.9616013,3.3722899,59,1098710
1298,QUSP,NA,2,2,0,0,0,0,0,0,0,0,0,0,770058.0098NA9,3843581.367,2,Qbf,9,-31.3465996,3.3722899,31,1098220
1299,QUSP,NA,2,2,0,0,0,0,0,0,0,0,0,0,770041.3408NA9,3843593.080NA9,2,Qbf,9,-32.1593018,2.5148399,6,1100150
1300,QUAG,NA,2,2,2,2,2,2,0,0,0,0,0,0,769266.2517,3845354.663,1,Qf,15,-23.8008003,3.55425,0,1105970
1301,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769367.9438,3845344.912,1,Qf,15,-20.0835991,3.3722899,1,1102970
1302,QUAG,NA,2,2,2,2,2,1,1,1,1,1,0,0,769339.5216,3845318.229,1,Qf,15,-21.7614994,2.24963,1,1102130
1303,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769278.4714,3845257.358,1,Qf,15,-24.0021992,1.12525,11575,1094980
1304,QUSP,NA,2,2,0,0,0,0,0,0,0,0,0,0,769325.4063NA9,3845257.493NA9,2,Qf,15,-22.8139992,2.5148399,4,1104940
1305,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769306.0906,3845188.162,1,Qf,15,-24.2317009,3.1798301,11773,1092580
1306,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769482.2094,3844978.162,1,Qbf,15,-25.3631001,13.6557999,9,1085260
1307,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,769470.4688,3844959.059,1,Qbf,15,-25.9655991,2.5148399,0,1093520
1308,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769506.6875,3844913.5,1,Qbf,15,-25.0081005,12.9474001,1,1083650
1309,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,769520.4335,3844911.792,0,Qc,16,-21.1970005,26.6004009,1,1026810
1310,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,769517.1687,3844908.201,0,Qc,16,-23.06NA7,26.6004009,1,1026810
1311,QULO,NA,2,2,2,2,2,2,2,2,2,2,1,1,769524.6347,3844888.677,1,Qc,16,-22.8764992,22.8665009,14,1042880
1312,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,2,769512.8771,3844869.956,1,Qbf,15,-27.3871002,8.1378403,0,1090930
1313,QULO,NA,2,2,2,2,2,2,2,2,2,2,2,1,769547.2318,3844799.596,1,Qbf,15,-29.4172001,8.1378403,0,1114310
1314,QULO,NA,2,2,2,2,2,2,2,2,2,1,1,1,769547.5063,3844783,1,Qbf,15,-29.0261993,2.5148399,2850,1095770
