FID,species,TAG0305,jan38,oct43,jun54,may67,jan80,may94,jul04,aug12,jul14,jun16,jul18,aug20,POINT_X,POINT_Y,usecode,surfgeol,soilgrid,tpi_500,slope9m,floaccum9m,solradmara
384,QULO,922,2,2,2,2,2,2,2,2,2,2,2,2,770906.605,3843425.526,1,Qls,8,-6.1602201,15.5978003,73,1048260
385,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,1,770860.3409,3843433.925,1,Qls,8,3.3527801,7.5061402,57,1084840
386,QULO,920,2,2,2,2,2,2,2,2,2,2,1,1,770816.4052,3843441.809,1,Qc,8,16.3113995,34.5942993,0,866660
387,QULO,921,2,2,2,2,2,2,2,2,2,2,2,1,770847.9063,3843444.508,1,Qls,8,5.4814801,13.3070002,10,1061870
388,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770792.5886,3843448.073,1,Qc,8,28.1109009,25.5622997,1,953895
389,QULO,1003,2,2,2,2,2,2,2,2,2,2,2,2,771941.3074,3843452.5,1,Qt3f,2,-19.2784004,3.1798301,0,1106420
390,QULO,548,2,2,2,2,2,2,2,1,1,1,1,1,771260.4804,3843463.552,1,Qt3s,23,-20.5557003,3.1798301,2,1075100
391,QULO,919,2,2,2,2,2,2,2,2,2,2,2,1,770771.7136,3843464.234,1,Qc,8,31.4172993,17.2530003,1,1040110
392,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770779.4193,3843480.661,1,Qc,8,27.0153008,27.4094009,3,976381
393,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771260.6562,3843482.335,1,Qt3s,23,-22.280899,5.6089902,0,1086370
394,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770845.6589,3843486.008,1,Qls,8,6.7749,7.9071598,0,1080300
395,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770764.6328,3843486.589,1,Qc,8,32.1260986,25.4300995,5,993870
396,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770750,3843488,2,Qc,8,38.399601,21.9503002,4,1026210
397,QULO,2200,2,2,2,2,2,2,2,2,2,2,2,2,770756.5267,3843490.403,2,Qc,8,35.6263008,21.9503002,4,1026210
398,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770755.945,3843495.414,2,Qc,8,35.3218002,25.316,1,999447
399,QULO,637,2,2,2,2,2,2,2,2,2,2,1,1,770831.4808,3843502.489,1,Qls,8,6.51157,10.2643995,13,1045910
400,QULO,38,2,2,2,2,2,2,2,2,2,2,2,2,771156.679,3843503.172NA9,1,Qt3s,19,-18.6054001,2.5148399,9,1095350
401,QULO,924,2,2,2,2,2,2,2,2,2,2,2,2,770862.0217,3843503.923,1,Qls,8,1.96252,18.9335003,3,1010060
402,QULO,39,2,2,2,2,2,2,2,2,2,2,2,2,771139.116,3843504.952,1,Qt3s,19,-17.5664005,1.12525,0,1089060
403,QULO,1002,2,2,2,2,2,2,2,2,2,2,2,2,771983.0434,3843508.547,1,Qf,2,-21.2635994,3.55425,0,1099290
404,QUAG,1216,2,2,2,2,2,2,2,2,2,2,2,2,771196.4237,3843509.028,1,Qt3s,23,-17.8402996,1.59114,0,1092410
405,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771254.0936NA9,3843510.472,1,Qt3s,2,-20.1126995,6.5336599,3,1111230
406,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771330.93452NA,3843511.778,1,Qc,13,-1.88931,8.1378403,0,1102540
407,QULO,2101,2,2,2,2,2,2,2,2,2,2,2,2,770733.8253,3843514.291,1,Qc,8,42.4175987,11.9448004,0,1100370
408,QULO,NA,2,2,2,2,2,2,2,2,2,0,0,0,772052.8125,3843515.25,1,Qt3f,2,-23.9862003,3.55425,505,1099140
409,QULO,37,2,2,2,2,2,2,2,2,2,2,2,2,771168.9527,3843517.029,1,Qt3s,19,-19.0132008,0,0,1092620
410,QUAG,507,2,2,2,2,2,2,2,2,2,2,2,2,771205.8898,3843518.827,1,Qt3s,23,-20.1324997,8.9985104,0,1054860
411,QULO,1001,2,2,2,2,2,2,2,2,2,2,2,1,771979.5651,3843518.911,1,Qf,2,-20.3840008,3.55425,2,1099240
412,QULO,640,2,2,2,2,2,2,2,2,2,2,2,2,771240.2675,3843521.406,2,Qt3s,23,-20.3896008,3.3722899,2,1100900
413,QULO,NA,2,2,2,2,2,2,2,1,0,0,0,0,771970.6818,3843522.222,1,Qf,2,-19.1107998,4.4923501,0,1105310
414,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,1,770789.0238,3843522.591,1,Qc,8,18.6331005,27.8241005,2,986426
415,QUAG,NA,2,2,2,2,2,2,2,2,2,2,1,1,770743.5322,3843523.595,1,Qc,8,41.3162994,19.1623001,0,1043070
416,QULO,925,2,2,2,2,2,2,2,2,2,2,2,2,770830.6925,3843527.98,1,Qls,8,4.60391,18.4944992,2,1036740
417,QULO,2102,2,2,2,2,2,2,2,2,2,2,2,2,770726.8463,3843529.635,1,Qc,8,42.3895988,7.5061402,0,1082210
418,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771321.5639,3843533.02,1,Qc,13,-5.4656401,22.4379997,1,945144
419,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,1,770777.4025,3843537.568,1,Qc,8,23.4016991,27.7912998,6,948447
420,QULO,2103,2,2,2,2,2,2,2,2,2,2,2,1,770718.0011,3843541.57,1,Qc,8,40.3890991,8.9985104,0,1050450
421,QUDO,1272,2,2,2,2,2,2,2,2,2,2,2,2,771312.1791,3843540.01,1,Qc,13,-11.5216999,23.3917007,2,940501
422,QUAG,2453,2,2,2,2,2,2,2,2,2,2,2,1,771226.9864,3843540.385,1,Qt3s,23,-22.8157005,7.5061402,216,1071850
423,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771346.9912,3843541.835,2,Qc,13,-2.25403,16.9577007,0,1013300
424,QULO,926,0,0,0,0,0,1,2,2,2,2,2,2,770848.1975,3843542.051,1,Qls,8,-0.0508728,12.6232004,5,1110600
425,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,1,770773.9063,3843545.111,1,Qc,8,22.9897995,27.4094009,0,949393
426,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,1,770795.15501NA,3843545.179,2,Qc,8,14.0639,24.9685993,1,973567
427,QULO,2104,2,2,2,2,2,2,2,2,2,2,2,1,770720.5875,3843547.838,1,Qc,8,39.1938019,10.0249996,0,1054200
428,QUDO,1273,2,2,2,2,2,2,2,2,2,2,2,2,771323.55198NA,3843550.74,1,Qc,13,-12.1002998,23.3917007,3,933298
429,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771347.2304,3843551.165,1,Qc,13,-3.56271,21.6646004,1,967561
430,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770786.9463,3843553.682,1,Qc,8,16.2229996,24.5536995,8,969873
431,QULO,671,2,2,2,2,2,2,2,2,2,2,2,1,771233.5294NA9,3843555.654,1,Qt3s,2,-20.2378998,5.02004,14,1094170
432,QUDO,974,2,2,2,2,2,2,2,2,2,2,2,2,771307.4579,3843559.98,1,Qp,13,-18.1217995,13.6557999,8,1007670
433,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770800.6288,3843560.412,1,Qls,8,9.770NA,25.8789005,0,953656
434,QULO,672,2,2,2,2,2,2,2,2,2,2,2,2,771236.5200NA9,3843562.191NA9,1,Qt3s,2,-20.4813995,7.0813498,9,1098390
435,QUDO,1229,2,2,2,2,2,2,2,2,2,2,2,2,771336.8427,3843563.31,1,Qc,13,-12.7124004,23.2185993,2,961836
436,QULO,NA,2,1,0,0,0,0,0,0,0,0,0,0,771159,3843566,2,Qt3s,23,-20.3957005,6.0379901,0,1062000
437,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771340.83,3843571.091,2,Qc,13,-11.0284004,23.2185993,2,961836
438,QULO,NA,0,0,0,0,0,0,0,1,1,1,1,1,771066.4854,3843571.844,1,Qt3s,19,-21.1921005,3.1798301,152,1090070
439,QULO,998,2,2,2,2,2,2,2,2,2,2,2,1,772012.9749,3843572.128,1,Qf,2,-20.6728992,4.6300201,38,1101520
440,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771370.3838,3843573.83,1,Qc,13,-2.8225999,17.5737991,1,1000020
441,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771334.4875,3843574.159,1,Qc,13,-15.0886002,18.9622993,22,1014980
442,QULO,NA,2,2,2,1,0,0,0,0,0,0,0,0,771137,3843576,1,Qt3s,23,-19.7070007,7.1684098,0,1088330
443,QUDO,1105,2,2,2,2,2,2,2,2,2,2,2,2,770747.5725,3843577.456,1,Qc,8,24.9990997,30.0144005,6,908862
444,QUDO,NA,1,2,2,2,2,2,2,2,2,2,2,2,770732.54625NA,3843578.664,1,Qc,8,30.2381001,27.1214008,1,913086
445,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771343.458,3843578.717,1,Qc,13,-12.3781004,20.2558994,5,1001220
446,QUDO,974,2,2,2,2,2,2,2,2,2,2,2,2,771992.7875,3843581.385,1,Qf,13,-19.1835995,2.5148399,1,1096900
447,QULO,973,2,2,2,2,2,2,2,2,2,0,0,0,771321.25,3843586.75,1,Qp,13,-17.1319008,7.0813498,34,1096110
448,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,1,770710.1336,3843592.89,1,Qc,8,32.4981003,23.4990005,1,971891
449,QULO,972,2,2,2,2,2,2,2,2,2,2,2,2,771397.7841,3843598.899,1,Qc,13,-3.3775899,11.3268995,1,1047740
450,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770756.3875,3843599.955,1,Qc,8,13.7360001,17.5737991,20,1014200
451,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770718.5789,3843601.471,1,Qc,8,25.5172005,26.6532001,5,964749
452,QULO,173,2,2,2,2,2,2,2,2,2,2,2,2,771373.5219,3843603.862,1,Qc,13,-6.8899798,9.5266104,0,1063300
453,QUAG,2509,2,2,2,2,2,2,2,2,2,2,2,2,771113.627,3843609.782,1,Qt3s,19,-19.7010994,0,0,1092080
454,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,1,772095.2686,3843610.285,1,Qt3f,2,-23.2539997,2.5148399,279,1096950
455,QULO,971,2,2,2,2,2,2,2,2,2,2,2,2,771400.6647,3843614.112,1,Qc,13,-5.9769301,12.1919003,2,1033280
456,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,1,772124.1416,3843618.211,1,Qt3f,2,-23.4055996,3.55425,0,1106920
457,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771161.7837,3843646.5,1,Qt3a,23,-19.9106007,3.55425,18,1096940
458,QULO,676,2,2,2,2,2,2,2,2,2,2,2,2,771281.7523,3843647.5,1,Qp,2,-17.8747005,1.12525,0,1096060
459,QULO,675,2,2,2,2,2,2,2,2,2,2,2,2,771231.4716NA9,3843651.467NA9,1,Qp,2,-19.1247005,3.3722899,0,1101550
460,QULO,36,1,2,2,2,2,2,2,2,2,2,2,2,771128.2212,3843658.467NA9,1,Qt3s,19,-19.4559994,3.55425,6,1081370
461,QULO,895,2,2,2,2,2,2,2,2,2,2,2,2,771248.8778,3843660.5,1,Qp,2,-19.4598007,4.7636399,3,1089050
462,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772129.9176,3843663.709,1,Qt3f,2,-22.6856995,1.12525,80,1097920
463,QULO,NA,1,1,1,1,1,0,0,0,0,0,0,0,771180,3843664,1,Qp,23,-19.12NA2,1.59114,0,1084950
464,QUAG,2512,2,2,2,2,2,2,2,2,2,2,2,1,771132.939,3843674.093,1,Qt3s,19,-19.64NA6,1.12525,0,1095010
465,QUAG,2513,2,2,2,2,2,2,2,2,2,2,2,1,771120.7829,3843704.374,1,Qt3s,19,-20.3106995,0,0,1090660
466,QULO,677,2,2,2,2,2,2,2,2,2,2,2,2,771275.3922,3843712.873,1,Qp,2,-17.7217999,1.12525,0,1096300
467,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,772225.8563,3843724.456,1,Qt3f,2,-22.7224998,2.5148399,4,1104500
468,QULO,674,2,2,2,2,2,2,2,2,2,2,2,2,771295.8464,3843728.280NA9,1,Qp,2,-17.5534992,2.5148399,0,1102530
469,QULO,163,2,2,2,2,2,2,2,2,2,2,2,2,771162.5036,3843732.5,1,Qt3a,23,-22.1355,1.12525,9,1087960
470,QULO,162,2,2,2,2,2,2,2,2,2,2,2,2,771144.3457,3843735.062,1,Qt3f,23,-21.3994007,3.3722899,1,1100720
471,QUDO,NA,2,2,2,2,2,0,0,0,0,0,0,0,772245.2269,3843744.807,1,Qt3f,2,-23.2789001,3.55425,0,1107350
472,QUAG,511,2,2,2,2,2,2,2,2,2,2,2,1,771253.5964,3843747.5,1,Qp,2,-16.8276005,1.12525,0,1096460
473,QUDO,NA,2,2,2,2,2,2,2,2,1,0,0,0,771273.4348NA9,3843766.353,1,Qp,2,-16.5538998,4.4923501,2,1104090
474,QUAG,515,2,2,2,2,2,2,2,2,2,2,2,2,771169.1898,3843769.749,1,Qt3a,23,-20.4379005,7.1684098,4,1077680
475,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,1,771529.125,3843771.905,2,Qc,13,-0.309814,11.4324999,16,1062440
476,QULO,NA,2,2,2,2,2,2,2,1,0,0,0,0,771264.7212,3843774.780NA9,1,Qp,2,-16.5370007,3.3722899,53,1101920
477,QUAG,1390,2,2,2,2,2,2,2,2,2,2,2,1,771149.1278,3843778,1,Qt3s,23,-19.7891006,5.6089902,2,1083310
478,QUSP,NA,2,0,0,0,0,0,0,0,0,0,0,0,771312.8318NA9,3843781.515,1,Qp,2,-15.1620998,4.6300201,0,1107830
479,QULO,927,2,2,2,2,2,2,2,2,2,2,2,2,770845.5178,3843782.237,1,Qc,8,26.9547005,10.2643995,17,1112950
480,QULO,NA,2,2,2,2,1,0,0,0,0,0,0,0,771294,3843783,1,Qp,2,-15.4891005,4.6300201,0,1100780
481,QUAG,1467,2,2,2,2,2,2,2,2,2,2,2,2,771171.5645,3843784.032,1,Qt3a,23,-19.5781994,7.9071598,0,1080050
482,QULO,35,2,2,2,2,2,2,2,2,2,2,2,2,771087.0956NA9,3843788.344,1,Qt3s,19,-20.2586002,2.5148399,0,1085250
483,QUAG,1457,2,2,2,2,2,2,2,2,2,2,2,2,771166.5332,3843791.813,1,Qt3a,23,-20.7275009,7.9071598,0,1080050
484,QULO,928,2,2,2,2,2,2,2,2,2,2,2,1,770845.4219,3843792.588,1,Qc,8,27.6273003,6.81322,1,1100950
485,QULO,2198,2,2,2,2,2,2,2,2,2,2,2,2,770856.6656,3843792.956,1,Qc,8,26.3698006,8.1378403,3,1101760
486,QUAG,1464,0,0,0,0,0,0,2,2,2,2,2,2,771182.2575,3843794.397,1,Qp,2,-19.6816998,6.5336599,81,1091800
487,QUAG,NA,2,2,2,2,2,0,0,0,0,0,0,0,771329.5527NA9,3843796.06,1,Qp,2,-14.9455996,5.02004,0,1110710
488,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,1,770789.0313,3843798.441,1,Qc,8,43.6896019,30.9078999,2,978511
489,QULO,966,2,2,2,2,2,2,2,2,2,2,2,1,771565.1199,3843800.25,1,Qc,13,-2.4483299,10.9485998,19,1029950
490,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771534.0565,3843801.088,1,Qls,13,-3.41974,13.3070002,13,1023460
491,QUAG,1462,2,2,2,2,2,2,2,2,2,2,2,2,771401.3773,3843804,1,Qp,2,-15.7187004,3.55425,48,1105270
492,QULO,968,2,2,2,2,2,2,2,2,2,2,2,1,771549.7702NA9,3843806.338,1,Qls,13,-4.7623301,20.8756008,1,936086
493,QUAG,NA,2,2,2,2,2,2,2,1,0,0,0,0,770815.725,3843806.972,1,Qc,8,32.2018013,19.2754002,6,1052110
494,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771538.5233,3843809.971,1,Qls,13,-6.1146498,20.2558994,0,946993
495,QULO,774,2,2,2,2,2,2,2,2,2,2,2,2,771183.3464,3843810.77NA99,1,Qp,2,-17.8806,8.7216301,1,1083110
496,QULO,967,2,2,2,2,2,2,2,2,2,2,2,1,771587.869,3843811.029,1,Qc,13,-1.00562,12.6232004,8,1042960
497,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771231.5024NA9,3843812.654NA9,1,Qp,2,-15.3640003,3.55425,1,1098380
498,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770860.5098,3843813.639,1,Qc,8,26.8339005,6.3401899,18,1089470
499,QULO,775,2,2,2,2,2,2,2,2,2,2,2,2,771179.6563,3843814.895,1,Qp,2,-18.9251995,6.5336599,7,1090880
500,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771268.5657NA9,3843815.217NA9,1,Qp,2,-14.2753,4.4923501,0,1104570
501,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771536.3319,3843816.228,2,Qa,13,-10.1308002,5.7193398,623,1065850
502,QULO,970,2,2,2,2,2,2,2,2,2,2,2,2,771525.0595,3843818.581,1,Qa,13,-8.6417799,8.0617199,628,1080950
503,QUAG,NA,2,2,1,0,0,0,0,0,0,0,0,0,771406.4665,3843819.208,1,Qp,2,-15.2938995,4.4923501,0,1104580
504,QULO,776,2,2,2,2,2,2,2,2,2,2,2,2,771203.722NA99,3843822.686NA9,1,Qp,2,-16.1530991,4.4923501,0,1103790
505,QULO,547,2,2,2,2,2,2,2,2,2,2,2,2,771259.0341NA9,3843822.936NA9,1,Qp,2,-14.1140003,4.4923501,0,1104580
506,QULO,551,2,2,2,2,2,2,2,2,2,2,2,2,771275.7219,3843823.063,1,Qp,2,-13.6388998,3.55425,0,1105940
507,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770763.3188,3843827.528,1,Qc,8,53.0918999,14.3646002,0,1057690
508,QUDO,969,2,2,2,2,2,2,2,2,2,2,2,2,771550.3836,3843827.89,2,Qa,13,-6.53302,13.3070002,1,1118320
509,QULO,34,2,2,2,2,2,2,2,2,2,2,2,2,771100.2216NA9,3843832.373NA9,1,Qt3s,19,-20.6467991,2.5148399,1,1086530
510,QULO,1461,2,2,2,2,2,2,2,2,2,1,1,1,771203.410NA99,3843834.344,1,Qp,2,-16.3320007,3.55425,1,1097960
511,QUAG,2234,2,2,2,2,2,2,2,2,2,2,2,2,771325.795,3843843.577,1,Qp,2,-12.6598997,3.55425,7,1106270
512,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770759.1094,3843845.441,1,Qc,8,50.230999,26.3155994,1,928347
513,QULO,929,2,2,2,2,2,2,2,2,2,2,2,2,770857.9091,3843848.279,2,Qc,8,26.7481995,6.3401899,4,1091620
514,QULO,NA,2,2,2,2,1,0,0,0,0,0,0,0,771310.2761,3843849.93,1,Qp,2,-12.1648998,4.4923501,2,1104980
515,QULO,889,2,2,2,2,2,2,2,2,2,2,2,2,771226.2308,3843856.961NA9,1,Qp,2,-14.9640999,3.1798301,2,1091720
516,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770871.1151,3843857.39,1,Qc,8,25.2115002,11.9947004,0,1067030
517,QUAG,NA,2,2,2,2,2,2,2,2,2,2,1,1,770807.9461,3843857.676,2,Qc,8,29.1835003,18.2245007,4,1005810
518,QULO,175,2,2,2,2,2,2,1,1,1,1,1,1,771256.9411,3843858.75,1,Qp,2,-13.6414003,0,27,1093800
519,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770890.2401,3843858.779,2,Qc,8,22.3911991,11.9448004,1,1055990
520,QUAG,2233,2,2,2,2,2,2,2,2,2,2,2,2,771305.8758NA9,3843860.518,1,Qp,2,-12.1934996,5.02004,1,1097450
521,QULO,648,2,2,2,2,2,2,2,2,2,2,2,2,770833.5048,3843861.25,1,Qc,8,27.8978004,6.5336599,0,1081930
522,QUAG,2235,2,2,2,2,2,2,2,2,2,2,2,2,771332.5834,3843861.5,1,Qp,2,-12.1622,4.6300201,3,1108460
523,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770742.1532,3843864.152,2,Qc,8,49.3148003,22.4379997,1,959759
524,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771141.6417,3843862.714,1,Qt3a,23,-22.1128006,1.59114,0,1098320
525,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770756.4407,3843871.296,2,Qc,8,42.1082993,26.7933006,2,933742
526,QUDO,NA,2,2,2,2,2,2,2,2,2,2,1,1,770894.3173,3843871.5,2,Qc,8,20.2038002,18.4647999,2,1023670
527,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770800.4569,3843872.698,2,Qc,8,28.2866993,14.3646002,0,1021560
528,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,771142.3229,3843875.88,1,Qt3a,23,-22.2551003,3.1798301,14,1090500
529,QUSP,NA,2,0,0,0,0,0,0,0,0,0,0,0,771296.8752NA9,3843876.481,2,Qp,2,-12.1357002,3.55425,0,1099390
530,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770821.1483,3843877.75,2,Qc,8,25.5695,10.5553999,6,1035420
531,QULO,33,2,2,2,2,2,2,2,2,2,2,2,2,771109.0651,3843880.5,1,Qt3s,19,-21.1019993,0,6,1091300
532,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770796.98922NA,3843883.176,2,Qc,8,25.6795998,16.9577007,0,1015830
533,QULO,161,2,2,2,2,2,2,2,2,2,2,2,2,771135.6745,3843884.185,1,Qt3a,23,-21.5149994,5.02004,0,1095360
534,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770807.1001,3843884.482,2,Qc,8,24.3295002,16.5538006,10,1009130
535,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770791.4492,3843885.117,2,Qc,8,26.1431999,16.9577007,0,1015830
536,QUAG,NA,2,2,2,2,2,2,2,2,0,0,0,0,770752.8688,3843885.98,1,Qc,8,39.3073997,25.5622997,3,956639
537,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770801.7782,3843887.245,2,Qc,8,24.8001003,16.5538006,10,1009130
538,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770819.1395,3843888.718,2,Qc,8,22.0044003,13.8263998,15,1005570
539,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770789.9375,3843890.75,2,Qc,8,25.9435005,16.5538006,8,1007820
540,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770798.7841,3843894.012,2,Qc,8,23.5130997,17.5737991,7,1002920
541,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770761.2032,3843894.315,2,Qc,8,33.6175995,27.2744999,4,938064
542,QUDO,1372,2,2,2,2,2,2,2,2,2,2,2,2,771202.5376,3843895.657,1,Qp,2,-15.2755003,2.5148399,1,1095640
543,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770809.625,3843896.25,2,Qc,8,21.1753998,15.7075005,13,996106
544,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770793.9998,3843897.369,2,Qc,8,23.9717999,17.5737991,7,1002920
545,QUAG,2236,2,2,2,2,2,2,2,2,2,2,2,1,771344.3475,3843904.692NA9,1,Qp,2,-11.4398003,3.55425,0,1099860
546,QULO,NA,2,2,2,2,0,0,0,0,0,0,0,0,771297.2136,3843905.537,1,Qp,2,-12.6403999,3.55425,0,1099420
547,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770802.0108,3843907.302,2,Qc,8,18.3689995,18.4944992,21,980057
548,QULO,558,2,2,2,2,2,2,2,2,2,2,2,2,770898.9195,3843909.852,1,Qc,8,12.4385004,21.8318996,8,969550
549,QULO,933,2,2,2,2,2,2,2,2,2,2,2,2,770917.056,3843910.926,1,Qc,8,7.32376,22.5063992,1,956878
550,QULO,959,2,2,2,2,2,2,2,2,2,2,2,2,771286.3593NA9,3843914.353NA9,1,Qp,2,-12.3245001,3.1798301,31,1092610
551,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,0,770761.2032,3843916.54,1,Qc,8,27.8780003,26.1532001,3,944350
552,QULO,NA,2,2,2,2,1,0,0,0,0,0,0,0,771257,3843918,1,Qp,2,-13.4097996,4.05091,5,1094830
553,QULO,32,2,2,2,2,2,2,2,2,2,2,2,0,771090.6459,3843919.346,1,Qt3s,19,-21.4057007,0,0,1091240
554,QULO,930,2,2,2,2,2,2,2,2,2,2,2,2,770827.0163,3843920.392,1,Qc,8,15.7882004,6.5336599,0,1058790
555,QULO,960,2,2,2,2,2,2,2,2,2,2,2,2,771303.8854,3843920.410NA9,1,Qp,2,-12.1056004,3.55425,29,1099310
556,QUAG,NA,2,2,2,2,2,2,2,1,0,0,0,0,770728.1453,3843924.945,1,Qc,8,34.9502983,24.3927002,1,963945
557,QUSP,NA,2,0,0,0,0,0,0,0,0,0,0,0,771342.3837NA9,3843925.640NA9,2,Qp,2,-10.8638,5.02004,1,1097850
558,QUAG,1383,2,2,2,2,2,2,2,2,2,2,2,2,771300.4296NA9,3843928.557,1,Qp,2,-12.1244001,5.6089902,1,1092930
559,QULO,932,2,2,2,2,2,2,2,2,2,2,1,1,770889.5902,3843931.523,1,Qc,8,10.4222002,18.1028996,2,1030740
560,QULO,931,2,2,2,2,2,2,2,2,2,2,2,2,770878.1813,3843933.523,1,Qc,8,13.691,13.3512001,5,1049830
561,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770792.7474,3843937.104,1,Qc,8,13.842,12.3857002,0,1037510
562,QUAG,NA,2,2,2,2,2,2,2,2,2,2,2,2,770901.8629,3843938.409,1,Qc,8,6.8775301,21.2998009,1,1023550
563,QUAG,2238,2,2,2,2,2,2,2,2,2,2,2,1,771379.1875,3843942,1,Qp,2,-9.9989004,1.59114,0,1101390
564,QULO,NA,2,2,2,2,0,0,0,0,0,0,0,0,771323.8029,3843942.362,1,Qp,2,-11.3514004,5.7193398,0,1103670
565,QULO,894,2,2,2,2,2,2,2,2,2,2,2,2,771262.6875,3843944.757NA9,1,Qp,2,-13.0123997,5.6089902,1,1092490
566,QULO,NA,2,2,2,2,0,0,0,0,0,0,0,0,771335.05,3843946.58,1,Qp,2,-11.0177002,4.4923501,100,1105530
567,QULO,935,2,2,2,2,2,2,2,2,2,2,2,1,770938.8087,3843949.612,1,Qc,8,-7.55762,19.2754002,58,1028540
568,QULO,505,2,2,2,2,2,2,2,2,2,2,2,2,771148.8020NA9,3843947.839,1,Qp,2,-19.5167007,9.5904398,379,1082700
569,QUAG,NA,2,2,2,2,2,2,2,2,2,1,0,0,770728.6353,3843948.833,1,Qc,8,28.3824005,26.4230003,1,946763
570,QUAG,NA,2,2,2,2,2,2,2,2,2,2,0,0,770761.2032,3843949.877,1,Qc,8,17.0361996,25.0270004,4,951012
571,QUAG,1388,2,2,2,2,2,2,2,2,2,2,2,2,771375.4218NA9,3843950.669,1,Qp,2,-10.0626001,2.24963,1,1086430
572,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,770794.3099,3843952.177,1,Qc,8,11.6975002,8.9985104,14,1045920
573,QULO,934,2,2,2,2,2,2,2,2,2,2,1,1,770914.1442,3843954.288,1,Qc,8,0.209808,24.1278,55,999289
574,QUAG,1397,2,2,2,2,2,2,2,2,2,2,2,1,771333.1217,3843954.615,1,Qp,2,-9.9963102,3.1798301,0,1093240
575,QUDO,NA,2,2,2,2,2,2,2,2,2,2,2,2,771131.6502,3843956.289,1,QTp,23,-23.0077,2.5148399,1977,1085690
